Edition,City,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1904,St Louis,Boxing,Boxing,"SPANGER, Harry J.",USA,Men,56.7 - 61.24kg (lightweight),M,Gold
1904,St Louis,Boxing,Boxing,"EAGAN, James Jack",USA,Men,56.7 - 61.24kg (lightweight),M,Silver
1904,St Louis,Boxing,Boxing,"EAGAN, James Jack",USA,Men,61.24 - 65.77kg (welterweight),M,Bronze
1904,St Louis,Boxing,Boxing,"LYDON, Joseph",USA,Men,61.24 - 65.77kg (welterweight),M,Bronze
1904,St Louis,Boxing,Boxing,"YOUNG, Albert",USA,Men,61.24 - 65.77kg (welterweight),M,Gold
1904,St Louis,Boxing,Boxing,"SPANGER, Harry J.",USA,Men,61.24 - 65.77kg (welterweight),M,Silver
1904,St Louis,Boxing,Boxing,"MAYER, Charles",USA,Men,65.77 - 71.67kg (middleweight),M,Gold
1904,St Louis,Boxing,Boxing,"SPRADLEY, Benjamin",USA,Men,65.77 - 71.67kg (middleweight),M,Silver
1904,St Louis,Cycling,Cycling Track,"BILLINGTON, Edward",USA,Men,1 mile (1609.3m),M,Bronze
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1 mile (1609.3m),M,Gold
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1 mile (1609.3m),M,Silver
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1/2 mile (804.7m),M,Bronze
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/2 mile (804.7m),M,Gold
1904,St Louis,Cycling,Cycling Track,"BILLINGTON, Edward",USA,Men,1/2 mile (804.7m),M,Silver
1904,St Louis,Cycling,Cycling Track,"BILLINGTON, Edward",USA,Men,1/3 mile (536.5m),M,Bronze
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/3 mile (536.5m),M,Gold
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1/3 mile (536.5m),M,Silver
1904,St Louis,Cycling,Cycling Track,"BILLINGTON, Edward",USA,Men,1/4 mile (402.3m),M,Bronze
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/4 mile (402.3m),M,Gold
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1/4 mile (402.3m),M,Silver
1904,St Louis,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,2 miles (3.218km),M,Bronze
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,2 miles (3.218km),M,Gold
1904,St Louis,Cycling,Cycling Track,"GOERKE, Oscar",USA,Men,2 miles (3.218km),M,Silver
1904,St Louis,Cycling,Cycling Track,"WILEY, George",USA,Men,25 miles (40.232km),M,Bronze
1904,St Louis,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,25 miles (40.232km),M,Gold
1904,St Louis,Cycling,Cycling Track,"ANDREWS, Arthur F.",USA,Men,25 miles (40.232km),M,Silver
1904,St Louis,Cycling,Cycling Track,"ANDREWS, Arthur F.",USA,Men,5 miles (8.046km),M,Bronze
1904,St Louis,Cycling,Cycling Track,"SCHLEE, Charles",USA,Men,5 miles (8.046km),M,Gold
1904,St Louis,Cycling,Cycling Track,"WILEY, George",USA,Men,5 miles (8.046km),M,Silver
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,épée individual,M,Bronze
1904,St Louis,Fencing,Fencing,"FONST, Ramon",CUB,Men,épée individual,M,Gold
1904,St Louis,Fencing,Fencing,"TATHAM, Charles",CUB,Men,épée individual,M,Silver
1904,St Louis,Fencing,Fencing,"TATHAM, Charles",CUB,Men,foil individual,M,Bronze
1904,St Louis,Fencing,Fencing,"FONST, Ramon",CUB,Men,foil individual,M,Gold
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,foil individual,M,Silver
1904,St Louis,Fencing,Fencing,"DIAZ, Manuel",ZZX,Men,foil team,M,Gold
1904,St Louis,Fencing,Fencing,"FONST, Ramon",ZZX,Men,foil team,M,Gold
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",ZZX,Men,foil team,M,Gold
1904,St Louis,Fencing,Fencing,"FOX, Arthur",USA,Men,foil team,M,Silver
1904,St Louis,Fencing,Fencing,"TATHAM, Charles",USA,Men,foil team,M,Silver
1904,St Louis,Fencing,Fencing,"TOWNSEND, Charles Fitzhugh",USA,Men,foil team,M,Silver
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,sabre individual,M,Bronze
1904,St Louis,Fencing,Fencing,"DIAZ, Manuel",CUB,Men,sabre individual,M,Gold
1904,St Louis,Fencing,Fencing,"GREBE, William",USA,Men,sabre individual,M,Silver
1904,St Louis,Fencing,Fencing,"GREBE, William",USA,Men,"stick, single",M,Bronze
1904,St Louis,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"stick, single",M,Gold
1904,St Louis,Fencing,Fencing,"O'CONNOR, William Scott",USA,Men,"stick, single",M,Silver
1904,St Louis,Football,Football,"BRADY, Joseph J.",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"COOKE, George Edwin",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"COOKE, Thomas J.",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"COSTGROVE, Cormic F.",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,DIERKES,USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"DOOLING, Martin T.",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"FROST, Frank",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"JAMESON, Claude Stanley",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"JAMESON, Henry Wood",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"JOHNSON, -",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,O'CONNELL,USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"TATE, Harry",USA,Men,football,M,Bronze
1904,St Louis,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"BRADY, Joseph J.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"COOKE, George Edwin",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"COOKE, Thomas J.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"COSTGROVE, Cormic F.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Gold
1904,St Louis,Football,Football,DIERKES,USA,Men,football,M,Gold
1904,St Louis,Football,Football,"DOOLING, Martin T.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"DUCKER, George",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"FRASER, John Alexander",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"FROST, Frank",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"GOURLEY, John",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"HALL, Alexander",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"JAMESON, Claude Stanley",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JAMESON, Henry Wood",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JOHNSON, -",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"JOHNSON, Albert",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"LANE, Robert",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"LINTON, Ernest",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"LYDON, Joseph",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"MACDONALD, Gordon",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"MENGES, Louis John",USA,Men,football,M,Gold
1904,St Louis,Football,Football,O'CONNELL,USA,Men,football,M,Gold
1904,St Louis,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"STEEP, Frederick",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"TATE, Harry",USA,Men,football,M,Gold
1904,St Louis,Football,Football,"TAYLOR, Thomas",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"TWAITS, William",CAN,Men,football,M,Gold
1904,St Louis,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"LYDON, Joseph",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"MENGES, Louis John",USA,Men,football,M,Silver
1904,St Louis,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Silver
1904,St Louis,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,individual,M,Bronze
1904,St Louis,Golf,Golf,"NEWTON, Francis Clement",USA,Men,individual,M,Bronze
1904,St Louis,Golf,Golf,"LYON, George Seymour",CAN,Men,individual,M,Gold
1904,St Louis,Golf,Golf,"EGAN, Henri Chandler",USA,Men,individual,M,Silver
1904,St Louis,Golf,Golf,"CUMMINS, Edward M.",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"EDWARDS, Kenneth Paine",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"EGAN, Henri Chandler",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"EGAN, Walter Eugene",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"HUNTER, Robert Edward",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"MOORE, Nathaniel Fish",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"PHELPS, Mason Elliot",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"SAWYER, Danieledward",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"SMOOT, Clement E.",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"WOOD, Warren K.",USA,Men,team,M,Gold
1904,St Louis,Golf,Golf,"CADY, John Deere",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"LAMBERT, Albert Bond",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"MAXWELL, John R.",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"MCKITTRICK, Ralph",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"NEWTON, Francis Clement",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"POTTER, Henry",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"SEMPLE, Frederick",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"STICKNEY, Arthur William",USA,Men,team,M,Silver
1904,St Louis,Golf,Golf,"STICKNEY, Stuart Grosvenor",USA,Men,team,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"WILSON, Ralph",USA,Men,club swinging,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,club swinging,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,club swinging,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"WEBER, Wilhelm",GER,Men,combined 3 events,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,combined 3 events,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,combined 3 events,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"MERZ, William",USA,Men,combined 4 events,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,combined 4 events,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,combined 4 events,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,horizontal bar,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,horizontal bar,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,horizontal bar,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,individual all-round,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,individual all-round,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"WEBER, Wilhelm",GER,Men,individual all-round,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"DUHA, John",USA,Men,parallel bars,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,parallel bars,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,parallel bars,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"MERZ, William",USA,Men,pommel horse,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,pommel horse,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,pommel horse,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rings,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"GLASS, Hermann",USA,Men,rings,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"MERZ, William",USA,Men,rings,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,rope climbing,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,rope climbing,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,rope climbing,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"DUHA, John",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"MAYACK, Robert",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"MEYER, George",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"SCHUSTER, Philipp",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"SIEGLER, Edward",USA,Men,team competition,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"GRIEB, John",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"HESS, Max",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"KASSEL, Philipp",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"RECKEWEG, Ernst",USA,Men,team competition,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"BEYER, Emil",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"BISSINGER, John",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"ROSENKAMPF, Arthur",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"SCHMITZ, Julian",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"STEFFEN, Otto",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"WOLF, Max",USA,Men,team competition,M,Silver
1904,St Louis,Gymnastics,Artistic G.,"MERZ, William",USA,Men,vault,M,Bronze
1904,St Louis,Gymnastics,Artistic G.,"EYSER, George",USA,Men,vault,M,Gold
1904,St Louis,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,vault,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"BLANCHARD, Elie",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"BRENNAUGH, W.",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"BRETZ, George",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"BURNS, William Laurie",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"CATTANACH, George",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"CLOUTIER, George",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"COWAN, Sandy",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"FLETT, Jack",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"JAMIESON, Benjamin",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"LAIDLAW, Hilliard",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"LYLE, H.",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"ORRIS, William F.L.",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"PENTLAND, L.H.",CAN,Men,lacrosse,M,Gold
1904,St Louis,Lacrosse,Lacrosse,"CROGAN, Patrick",USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,"DOWLING, J.W.",USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,GIBSON,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,HESS,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,"HUNTER, Robert Edward",USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,LEHMAN,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,MURPHY,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,PARTRIDGE,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,"PASSMORE, George",USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,SULLIVAN,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,"VENN, A.H.",USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,WOODS,USA,Men,lacrosse,M,Silver
1904,St Louis,Lacrosse,Lacrosse,YOUNG,USA,Men,lacrosse,M,Silver
1904,St Louis,Roque,Roque,"BROWN, Charles",USA,Men,individual,M,Bronze
1904,St Louis,Roque,Roque,"JACOBUS, Charles",USA,Men,individual,M,Gold
1904,St Louis,Roque,Roque,"STREETER, Smith O.",USA,Men,individual,M,Silver
1904,St Louis,Rowing,Rowing,"BUERGER, Joseph",USA,Men,coxless pair (2-),M,Bronze
1904,St Louis,Rowing,Rowing,"JOACHIM, John",USA,Men,coxless pair (2-),M,Bronze
1904,St Louis,Rowing,Rowing,"FARNAM, Robert",USA,Men,coxless pair (2-),M,Gold
1904,St Louis,Rowing,Rowing,"RYAN, Joseph",USA,Men,coxless pair (2-),M,Gold
1904,St Louis,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,coxless pair (2-),M,Silver
1904,St Louis,Rowing,Rowing,"VARLEY, William",USA,Men,coxless pair (2-),M,Silver
1904,St Louis,Rowing,Rowing,"RAVANACK, Joseph",USA,Men,double sculls (2x),M,Bronze
1904,St Louis,Rowing,Rowing,"WELLS, John",USA,Men,double sculls (2x),M,Bronze
1904,St Louis,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,double sculls (2x),M,Gold
1904,St Louis,Rowing,Rowing,"VARLEY, William",USA,Men,double sculls (2x),M,Gold
1904,St Louis,Rowing,Rowing,"HOBEN, John Grey",USA,Men,double sculls (2x),M,Silver
1904,St Louis,Rowing,Rowing,"MCLOUGHLIN, James",USA,Men,double sculls (2x),M,Silver
1904,St Louis,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"ARMSTRONG, Charles E.",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"CRESSER, Frederick",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"DEMPSEY, Joseph F.",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"FLANIGAN, James",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"GLEASON, Michael D.",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"LOTT, Harry Hunter",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"SCHELL, Frank Reaner",USA,Men,eight with coxswain (8+),M,Gold
1904,St Louis,Rowing,Rowing,"BAILEY, Arthur B.",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"BOYD, Philip Ewing",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"LOUDON, Thomas Richardson",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"MACKENZIE, Donald",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"REIFFENSTEIN, George Patrick",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"RICE, William",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"STRANGE, George  M.",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"WADSWORTH, William",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"WRIGHT, Joseph George",CAN,Men,eight with coxswain (8+),M,Silver
1904,St Louis,Rowing,Rowing,"DUNIMERTH, Frank",USA,Men,four without coxswain (4-),M,Bronze
1904,St Louis,Rowing,Rowing,"FREITAG, John",USA,Men,four without coxswain (4-),M,Bronze
1904,St Louis,Rowing,Rowing,"HELM, Louis G.",USA,Men,four without coxswain (4-),M,Bronze
1904,St Louis,Rowing,Rowing,"VOERG, Gustav",USA,Men,four without coxswain (4-),M,Bronze
1904,St Louis,Rowing,Rowing,"DIETZ, George",USA,Men,four without coxswain (4-),M,Gold
1904,St Louis,Rowing,Rowing,"ERKER, August",USA,Men,four without coxswain (4-),M,Gold
1904,St Louis,Rowing,Rowing,"NASSE, Albert",USA,Men,four without coxswain (4-),M,Gold
1904,St Louis,Rowing,Rowing,"STOCKHOFF, Arthur",USA,Men,four without coxswain (4-),M,Gold
1904,St Louis,Rowing,Rowing,"AMAN, Charles",USA,Men,four without coxswain (4-),M,Silver
1904,St Louis,Rowing,Rowing,"BEGLEY, Michael",USA,Men,four without coxswain (4-),M,Silver
1904,St Louis,Rowing,Rowing,"FROMANACK, Martin",USA,Men,four without coxswain (4-),M,Silver
1904,St Louis,Rowing,Rowing,"SUERIG, Frederick",USA,Men,four without coxswain (4-),M,Silver
1904,St Louis,Rowing,Rowing,"TITUS, Constance",USA,Men,single sculls (1x),M,Bronze
1904,St Louis,Rowing,Rowing,"GREER, Frank",USA,Men,single sculls (1x),M,Gold
1904,St Louis,Rowing,Rowing,"JUVENAL, James",USA,Men,single sculls (1x),M,Silver
1904,St Louis,Tennis,Tennis,"GAMBLE, Clarence Olivier",USA,Men,doubles,M,Bronze
1904,St Louis,Tennis,Tennis,"WEAR, Arthur Yancey",USA,Men,doubles,M,Bronze
1904,St Louis,Tennis,Tennis,"WEAR, Joseph Walker",USA,Men,doubles,M,Bronze
1904,St Louis,Tennis,Tennis,"WEST, Allen Tarwater",USA,Men,doubles,M,Bronze
1904,St Louis,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,doubles,M,Gold
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,doubles,M,Gold
1904,St Louis,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,doubles,M,Silver
1904,St Louis,Tennis,Tennis,"LEROY, Robert",USA,Men,doubles,M,Silver
1904,St Louis,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,singles,M,Bronze
1904,St Louis,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,singles,M,Bronze
1904,St Louis,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,singles,M,Gold
1904,St Louis,Tennis,Tennis,"LEROY, Robert",USA,Men,singles,M,Silver
1904,St Louis,Tug of War,Tug of War,"FRIDE, H.",USA,Men,tug of war,M,Bronze
1904,St Louis,Tug of War,Tug of War,"HABERCORN, Charles",USA,Men,tug of war,M,Bronze
1904,St Louis,Tug of War,Tug of War,"JACOBS, H.",USA,Men,tug of war,M,Bronze
1904,St Louis,Tug of War,Tug of War,"KUNGLER, Frank",USA,Men,tug of war,M,Bronze
1904,St Louis,Tug of War,Tug of War,"THEAS, Charles",USA,Men,tug of war,M,Bronze
1904,St Louis,Tug of War,Tug of War,"FLANAGAN, Patrick",USA,Men,tug of war,M,Gold
1904,St Louis,Tug of War,Tug of War,"JOHNSON, Sydney B.",USA,Men,tug of war,M,Gold
1904,St Louis,Tug of War,Tug of War,"MAGNUSSEN, Conrad",USA,Men,tug of war,M,Gold
1904,St Louis,Tug of War,Tug of War,"OLSON, Oscar G.",USA,Men,tug of war,M,Gold
1904,St Louis,Tug of War,Tug of War,"SICLING, H.",USA,Men,tug of war,M,Gold
1904,St Louis,Tug of War,Tug of War,"BRAUN, Max",USA,Men,tug of war,M,Silver
1904,St Louis,Tug of War,Tug of War,"RODENBERGER, August",USA,Men,tug of war,M,Silver
1904,St Louis,Tug of War,Tug of War,"ROSE, Charles",USA,Men,tug of war,M,Silver
1904,St Louis,Tug of War,Tug of War,"SEILING, William",USA,Men,tug of war,M,Silver
1904,St Louis,Tug of War,Tug of War,"UPSHAW, Orrin Thomas",USA,Men,tug of war,M,Silver
1904,St Louis,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,all-around Dumbbell contest,M,Bronze
1904,St Louis,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,all-around Dumbbell contest,M,Gold
1904,St Louis,Weightlifting,Weightlifting,"WINTERS, Frederick",USA,Men,all-around Dumbbell contest,M,Silver
1904,St Louis,Weightlifting,Weightlifting,"KUNGLER, Frank",USA,Men,heavyweight - two hand lift,M,Bronze
1904,St Louis,Weightlifting,Weightlifting,"KAKOUSIS, Perikles",GRE,Men,heavyweight - two hand lift,M,Gold
1904,St Louis,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,heavyweight - two hand lift,M,Silver
1904,St Louis,Wrestling,Wrestling Free.,"THIEFENTHALER, Gustav",USA,Men,- 47.6kg (light-flyweight),M,Bronze
1904,St Louis,Wrestling,Wrestling Free.,"CURRY, Robert",USA,Men,- 47.6kg (light-flyweight),M,Gold
1904,St Louis,Wrestling,Wrestling Free.,"HEIN, John",USA,Men,- 47.6kg (light-flyweight),M,Silver
